topic,event_id,label,tweet_id,text,clean,toxicity,flag_0.5,flag_0.7,flag_0.8
Misc,EN33,False,1504907448993435660,"Ook dit wil Bill Gates!
A Bill Gates Venture Aims To Spray Dust Into The Atmosphere To Block The Sun. What Could Go Wrong?
Als je veel geld hebt kan dat allemaal.
De aarde zal niet meer te warm worden toch?
😌",Ook dit wil Bill Gates! A Bill Gates Venture Aims To Spray Dust Into The Atmosphere To Block The Sun. What Could Go Wrong? Als je veel geld hebt kan dat allemaal. De aarde zal niet meer te warm worden toch? 😌,0.6182400000000001,1,0,0
Misc,EN35,False,1511491333713588225,"@GeorgetownJD @GeorgePapa19 We know your ilk are thick.
Did you bother to read the article?
Can you read?  Or blinded by partisanship?
It outlines a lie to FBI, which is a crime.
No idea of hearsay v. exculpatory?

Clinton, DNC, media lied to FBI, Courts and public to frame Trump.  Let them all die in jail.","We know your ilk are thick. Did you bother to read the article? Can you read? Or blinded by partisanship? It outlines a lie to FBI, which is a crime. No idea of hearsay v. exculpatory? Clinton, DNC, media lied to FBI, Courts and public to frame Trump. Let them all die in jail.",0.10176,0,0,0
Misc,EN40,Other,1493236778215645187,"@saba_eyy @irlsheyd I also just learned that the earth’s South Pole is actually geographically north, which is why the north end of a magnetic compass points up l. It is also not even centered. The South Pole of the earth is around the Hudson Bay Area. Shits crazy","I also just learned that the earth’s South Pole is actually geographically north, which is why the north end of a magnetic compass points up l. It is also not even centered. The South Pole of the earth is around the Hudson Bay Area. Shits crazy",0.51656,1,0,0
Misc,EN36,Other,1495547441763930112,"@Mik3one5 @Marechtare1 @3thanF69 She supports Trump, you intellectual grapefruit.","She supports Trump, you intellectual grapefruit.",0.13768,0,0,0
Misc,EN33,Other,1483427100329660417,"After sun-dimming setback, geoengineers seek diplomatic fix
https://t.co/nA5AJ3BvS1
A snub for a high-altitude Harvard University project to dim sunshine last year has spurred down-to-Earth diplomacy in 2022 to solve solar geoengineering research disputes @alisterdoyle
@jpasztor https://t.co/GnwLVHPLU6","After sun-dimming setback, geoengineers seek diplomatic fix A snub for a high-altitude Harvard University project to dim sunshine last year has spurred down-to-Earth diplomacy in 2022 to solve solar geoengineering research disputes",0.10512,0,0,0
Misc,EN40,Other,1511485659206270983,"@laurenboebert Only evil to people like you who still think the earth is flat, and the sun orbits the earth. Evil? YOUR the one married to a guy who exposed himself in public!!!!!! Hypocrite.","Only evil to people like you who still think the earth is flat, and the sun orbits the earth. Evil? YOUR the one married to a guy who exposed himself in public!!!!!! Hypocrite.",0.08832000000000001,0,0,0
Misc,EN35,False,1510037213400252419,@louretire762 Fake news. Trump won in 2016. And Clinton spied on him. #HillaryClinton #LiberalHypocrisy #FactsMatter #DemocratsAreDestroyingAmerica #DemocracyUnderThreat #TrumpWasRightAboutEverything #MAGA #RedWave2022 #LiberalismIsAMentalDisease #LiberalismIsAMentalDisorder,Fake news. Trump won in 2016. And Clinton spied on him. HillaryClinton LiberalHypocrisy FactsMatter DemocratsAreDestroyingAmerica DemocracyUnderThreat TrumpWasRightAboutEverything MAGA RedWave2022 LiberalismIsAMentalDisease LiberalismIsAMentalDisorder,0.30800000000000005,0,0,0
Misc,EN38,False,1484899544521400321,@2still_learning Omikron was a Gates video game in 1989,Omikron was a Gates video game in 1989,0.13744,0,0,0
Misc,EN37,Other,1494831474142593026,"Has anybody heard a Peep from OBAMA after he left office….NO! Has anyone heard from BUSH  after he left office… NO! Has anyone heard from Clinton after he left office…..NO! This bigmouth whinny baby, started sh&;t before he was in office about OBAMA’S birth certificate!","Has anybody heard a Peep from OBAMA after he left office….NO! Has anyone heard from BUSH after he left office… NO! Has anyone heard from Clinton after he left office…..NO! This bigmouth whinny baby, started sh&;t before he was in office about OBAMA’S birth certificate!",0.12584,0,0,0
Misc,EN34,Other,1511487193277251592,"@DannyDaSwift @scrowder @elonmusk Damn Daniel, that’s what mark Zuckerberg said too, we’re just a platform we bring people together they can police themselves… meanwhile they brought together all the hate groups &; a the massive spread of Russian propaganda.  How’d that work for us ?  Just because you have $…","Damn Daniel, that’s what mark Zuckerberg said too, we’re just a platform we bring people together they can police themselves… meanwhile they brought together all the hate groups &; a the massive spread of Russian propaganda. How’d that work for us ? Just because you have $…",0.95,1,1,1
Misc,EN32,Other,1307409947777314816,"@ScottAdamsSays #dilbertcreator says “...forest fires (in CA) start at the bottom of the state, and go all the way to the top of the United States, and then stop at the Canadian border. Now, is there no climate change on the other side of the border?”
https://t.co/Sr7mYawRJW","dilbertcreator says “...forest fires (in CA) start at the bottom of the state, and go all the way to the top of the United States, and then stop at the Canadian border. Now, is there no climate change on the other side of the border?”",0.11408000000000001,0,0,0
Misc,EN33,False,1510934541476802562,"Down a tech giants wormhole this morning. 

Sweden canceled Bill Gates’ controversial climate geoengineering project (SCoPEx) aiming to block the sun to stop global warming https://t.co/lsY4WCFe3C",Down a tech giants wormhole this morning. Sweden canceled Bill Gates’ controversial climate geoengineering project (SCoPEx) aiming to block the sun to stop global warming,0.56408,1,0,0
Misc,EN33,False,1504619610913525762,"@TackyTeddy @4allpatroits @adamcurry I read about this last year. Bill Gates is funding a Solar Geoengineering Research Program at Harvard. 

https://t.co/4Ykisj78rk",I read about this last year. Bill Gates is funding a Solar Geoengineering Research Program at Harvard.,0.08344,0,0,0
Misc,EN32,True,1308513423454539778,"@PromoPremiers @ggreenwald Rogan has since admitted there is no evidence he's aware of that the forest fires were started by antifa, and has acknowledged his error (something he's done a lot better at recently). I get your point, but there are absolutely consp theories made up out of thin air for politics.","Rogan has since admitted there is no evidence he's aware of that the forest fires were started by antifa, and has acknowledged his error (something he's done a lot better at recently). I get your point, but there are absolutely consp theories made up out of thin air for politics.",0.5562400000000001,1,0,0
Misc,EN36,Other,1482772092424581121,"https://t.co/KPdWlEHjMm

Anything but vax:
- OD on #HCQ
- OD on #IVM
- drink #bleach or peroxide
- chug #piss
- take feminizing drugs
- boil grapefruit peels 

Time to aspirate milk vomit while KOd from benadryl overdose lmfao",Anything but vax: - OD on HCQ - OD on IVM - drink bleach or peroxide - chug piss - take feminizing drugs - boil grapefruit peels Time to aspirate milk vomit while KOd from benadryl overdose lmfao,0.09232000000000001,0,0,0
Misc,EN31,Other,1325124465659944960,@gtconway3d Maybe there will be an announcement about Trump’s forest management plan,Maybe there will be an announcement about Trump’s forest management plan,0.07400000000000001,0,0,0
Misc,EN38,Other,1494090016003350528,Does anyone trust Bill Gates? https://t.co/bg9aQ0bvOL,Does anyone trust Bill Gates?,0.07144,0,0,0
Misc,EN37,Other,1495185719098286086,"I've said it over and again. Biden is a total failure, his campaign was run o  if you cant control the pandemic you shouldn't be president, he and obama failed on N1H1 and he said he would vure the pandemic in 100 days. FAILURE.","I've said it over and again. Biden is a total failure, his campaign was run o if you cant control the pandemic you shouldn't be president, he and obama failed on N1H1 and he said he would vure the pandemic in 100 days. FAILURE.",0.1296,0,0,0
Misc,EN37,True,1494803219662446594,"@drfarls I see this more as the ignorance of people who exist in ideological bubbles.  If you were listening to the amount of right wing rabble who believed Obama had a fake birth certificate, and saw Trump become the standard bearer for that view, you could see this coming.","I see this more as the ignorance of people who exist in ideological bubbles. If you were listening to the amount of right wing rabble who believed Obama had a fake birth certificate, and saw Trump become the standard bearer for that view, you could see this coming.",0.12848,0,0,0
Misc,EN33,False,1508106305654898691,The symbolism couldn't be more blatant if they tried. Bill Gates wants to block out the sun. Who else would do that?,The symbolism couldn't be more blatant if they tried. Bill Gates wants to block out the sun. Who else would do that?,0.09312000000000001,0,0,0
Misc,EN32,Other,1324824783033454592,@josh2saint Partner with the West coast states to help find solutions for the wildfires,Partner with the West coast states to help find solutions for the wildfires,0.13808,0,0,0
Misc,EN38,Other,1475931024928428032,@oxyjene1986 no please don't buy the david cage's quantic dream's omikron the nomad soul video game you're so sexy aha,no please don't buy the david cage's quantic dream's omikron the nomad soul video game you're so sexy aha,0.13584000000000002,0,0,0
Misc,EN38,Other,1494092628270497793,@realbiIIgate Thanks bill gates :),Thanks bill gates :),0.108,0,0,0
Misc,EN33,Other,1503415904964599812,"Is the really sky the limit? Can aerosols be used to combat global warming? These questions are answered  in our #EnvironmentalResearchLetters journal released today by  researchers from @Yale and @Harvard. 

Read the full article:https://t.co/qpujoqNJ4D

#TrendingResearch https://t.co/d71nFHubKG",Is the really sky the limit? Can aerosols be used to combat global warming? These questions are answered in our EnvironmentalResearchLetters journal released today by researchers from and . Read the full article: TrendingResearch,0.8606400000000001,1,1,1
Misc,EN31,Other,1325215464696410112,@lamourrevient @jlpratt4 @realDonaldTrump @Varneyco @FoxBusiness @VP @GOP net neutral will not save the trees. Trees need CO2 to make food for themselves and for us. Trump has a billion trees plan that was already started with forest management. USA Carbon footprint is the best in over 50 years.,net neutral will not save the trees. Trees need CO2 to make food for themselves and for us. Trump has a billion trees plan that was already started with forest management. USA Carbon footprint is the best in over 50 years.,0.07808000000000001,0,0,0
Misc,EN32,Other,1324394207985995778,"@KEEMSTAR Now we just wait for mass blackouts and wildfires to start around the entire country. We kept those assholes relegated to the west coast, Biden being president means we all lose our coal plants. Green New Deal for everyone. Smh Hopefully when shit goes left they admit fault","Now we just wait for mass blackouts and wildfires to start around the entire country. We kept those assholes relegated to the west coast, Biden being president means we all lose our coal plants. Green New Deal for everyone. Smh Hopefully when shit goes left they admit fault",0.504,1,0,0
Misc,EN36,Other,1491778921159073795,"The grapefruit diet has been around for a long time, since the 1930s. This weight loss diet plan is also known as the Hollywood diet or the mayo diet.

#grapefruit #diet #fitnesslife #weightloss #mealplan 
https://t.co/mTckylUSBK","The grapefruit diet has been around for a long time, since the 1930s. This weight loss diet plan is also known as the Hollywood diet or the mayo diet. grapefruit diet fitnesslife weightloss mealplan",0.08392000000000001,0,0,0
Misc,EN32,False,1309562992787206146,"This comes from the fairy tales of Gavin Newsom. The guys obsessed. It is his own failure to maintain our forest. Permitting antifa to run wild, . BLM, antifa, arsonist and a gender reveal party, started the largest fire. Funny the rest of the country doesn't have that problem. https://t.co/i0X5FnZ3VG","This comes from the fairy tales of Gavin Newsom. The guys obsessed. It is his own failure to maintain our forest. Permitting antifa to run wild, . BLM, antifa, arsonist and a gender reveal party, started the largest fire. Funny the rest of the country doesn't have that problem.",0.12248,0,0,0
Misc,EN33,Other,1489982192742764553,Funding for Solar Geoengineering from 2008 to 2018 | Harvard's Solar Geoengineering Research Program https://t.co/p3myaGTByl  #ScientificMethod  #ChemtrailsAreReal #ConspiracyTheories,Funding for Solar Geoengineering from 2008 to 2018 | Harvard's Solar Geoengineering Research Program ScientificMethod ChemtrailsAreReal ConspiracyTheories,0.3724,0,0,0
Misc,EN36,Other,1489870819665022980,"@katscully1 @JaggerMickOZ @James72939357 @MickHutton3 @Havenaar64 @Angelscu2 @bombaybadboy @HoaNguy01811981 @Pideqihuanpl @JonathanKines @_Desi76_ @efenigson @grimjowl_scag @irvinedai @uncjay1 @Woody2Jenny @tigertuffmark @SaiKate108 @FreedmFightr1 @tassierevival @risemelbourne @CamHalvo @Chas_ISHumbled @twelveseventy3 I've never had a single flu shot. 
There is no risk. 
Vitamin D,C, stay fit, even if its just walking each day. 
Kill any incoming head cold with Betadine, collodal silver or salt water. Take some grapefruit seed extract drops, black seed oil . And rug up to stay warm in winter.","I've never had a single flu shot. There is no risk. Vitamin D,C, stay fit, even if its just walking each day. Kill any incoming head cold with Betadine, collodal silver or salt water. Take some grapefruit seed extract drops, black seed oil . And rug up to stay warm in winter.",0.74616,1,1,0
Misc,EN33,False,1508056569761742849,"@RealDeanCain Bill Gates is “INSANE”. Dude wants to block out the Sun!!! Hmmmm, synthetic plants perhaps?","Bill Gates is “INSANE”. Dude wants to block out the Sun!!! Hmmmm, synthetic plants perhaps?",0.08216000000000001,0,0,0
Misc,EN40,Other,1511491718822170626,@haterperson6714 The earth is flat sheeple 🤦‍♂️,The earth is flat sheeple 🤦‍♂️,0.138,0,0,0
Misc,EN37,Other,1494807750517350407,Obama’s birth certificate is the stage tonight! My fingers are good decision.,Obama’s birth certificate is the stage tonight! My fingers are good decision.,0.12480000000000001,0,0,0
Misc,EN37,Other,1495185890486140929,kid pee on e once i was so happy barack obama,kid pee on e once i was so happy barack obama,0.06520000000000001,0,0,0
Misc,EN34,Other,1511479415208919043,@HotHotmale2020 Looks like if Mark Zuckerberg was gay and stopped developing as a person in 2011.,Looks like if Mark Zuckerberg was gay and stopped developing as a person in 2011.,0.10344,0,0,0
Misc,EN34,False,1511076748145971201,"@Taniel The Wisconsin Special Counsel for the 2020 election found that."" 5 cities that were given $330M by Zuckerberg had rampant bribery and massive voter fraud.""","The Wisconsin Special Counsel for the 2020 election found that."" 5 cities that were given $330M by Zuckerberg had rampant bribery and massive voter fraud.""",0.26520000000000005,0,0,0
Misc,EN34,False,1509563676231192579,"The acting mayor, former mayor, and city clerk of #Milwaukee were accused of being involved in a #Bribery scheme for accepting election-assistance money from a #MarkZuckerberg-funded group in the 2020 election cycle, according to a legal complaint. https://t.co/xxqnPWVB0E","The acting mayor, former mayor, and city clerk of Milwaukee were accused of being involved in a Bribery scheme for accepting election-assistance money from a MarkZuckerberg-funded group in the 2020 election cycle, according to a legal complaint.",0.30376000000000003,0,0,0
Misc,EN34,False,1508169725863501839,Interesting ... Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case https://t.co/ZapkAos8n4,Interesting ... Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case,0.11808,0,0,0
Misc,EN37,True,1495175460870836225,"@ArabellaSL @TabathaSouthey @JulieSLalonde @Garossino It's that, plus a lame copycat of the Obama birth certificate meme that Trump started. But beyond that it's also a really crude shaming of Margaret Trudeau, who has been the favoured punching bag of the Canadian patriarchy for more than fifty years.

https://t.co/Q7v3bth3Gm","It's that, plus a lame copycat of the Obama birth certificate meme that Trump started. But beyond that it's also a really crude shaming of Margaret Trudeau, who has been the favoured punching bag of the Canadian patriarchy for more than fifty years.",0.40896,0,0,0
Misc,EN34,False,1510364838546923520,"Zuckerberg unduly affected outcome of Wisconsin elections in 2020 with private money he sent to five cities that were primarily Democratic. Funds were provided to set up ballot drop boxes in “targeted neighborhoods,” which is in violation of Wisconsin law.
https://t.co/FjqnFEui2m","Zuckerberg unduly affected outcome of Wisconsin elections in 2020 with private money he sent to five cities that were primarily Democratic. Funds were provided to set up ballot drop boxes in “targeted neighborhoods,” which is in violation of Wisconsin law.",0.1152,0,0,0
Misc,EN31,False,1324691406921912321,@AFrontlines @1JaimeLee Arson and bad forest management is not climate change,Arson and bad forest management is not climate change,0.11312000000000001,0,0,0
Misc,EN33,False,1506357868135686144,"@swanblack404 Well we already know Bill Gates is financing it at Harvard (solar geoengineering). It’s not a conspiracy. I have a slightly different theory though. I’ve always watery eyes, sneezing and migraine around spring time (tree pollen) it’s been worse the last few years though 🤔","Well we already know Bill Gates is financing it at Harvard (solar geoengineering). It’s not a conspiracy. I have a slightly different theory though. I’ve always watery eyes, sneezing and migraine around spring time (tree pollen) it’s been worse the last few years though 🤔",0.060640000000000006,0,0,0
Misc,EN34,False,1510292756819857413,Zuckerberg's Election Money Violated WI Bribery Laws  https://t.co/arhZ7HSOcm,Zuckerberg's Election Money Violated WI Bribery Laws,0.12552,0,0,0
Misc,EN35,False,1509657873755693056,"@DeadlineWH @NicolleDWallace @MSNBC  FAKE Jan 6th GARBAGE!  REAL!! Hillary Clinton’s 2016 campaign and DNC violated  FEDERAL LAW by NOT accurately describing MONEY to ex-British spy Christopher Steele who Paid RUSSIANS for FAKE ""Trump Dossier"".  Hunter's LAPTOP is REAL !!  #BSDNC","FAKE Jan 6th GARBAGE! REAL!! Hillary Clinton’s 2016 campaign and DNC violated FEDERAL LAW by NOT accurately describing MONEY to ex-British spy Christopher Steele who Paid RUSSIANS for FAKE ""Trump Dossier"". Hunter's LAPTOP is REAL !! BSDNC",0.9341600000000001,1,1,1
Misc,EN34,False,1511481933674414083,⚡️FACEBOOK ⚡️FACEBOOK EXPOSED - Former Wisconsin Justice Testifies Mark Zuckerberg Conspired To Defeat Trump https://t.co/X1c73R3xeb,⚡️FACEBOOK ⚡️FACEBOOK EXPOSED - Former Wisconsin Justice Testifies Mark Zuckerberg Conspired To Defeat Trump,0.07664,0,0,0
Misc,EN34,Other,1511479997994872834,This issue wasn't so much the hair but more so he acted like Mark Zuckerberg and not the Clancy brown Lex Luthor https://t.co/q38ZTyPjA5 https://t.co/CK4KIVPmBC,This issue wasn't so much the hair but more so he acted like Mark Zuckerberg and not the Clancy brown Lex Luthor,0.06416,0,0,0
Misc,EN40,Other,1507034329309978630,"""r/todayilearned - TIL that the avian magnetic compass of the European Robin has been extensively researched and uses vision-based magnetoreception, in which the Robin's ability to sense the magnetic field of the earth for navigation is affected by the l… https://t.co/vJscFal6gx","""r/todayilearned - TIL that the avian magnetic compass of the European Robin has been extensively researched and uses vision-based magnetoreception, in which the Robin's ability to sense the magnetic field of the earth for navigation is affected by the l…",0.28928000000000004,0,0,0
Misc,EN32,False,1310961328681619457,"see those three arrows? antifa tree sitters actually start all the forest fires, confirmed, checkmate commies https://t.co/XykfEbjJA6","see those three arrows? antifa tree sitters actually start all the forest fires, confirmed, checkmate commies",0.09072000000000001,0,0,0
Misc,EN39,Other,1511455879266152452,"@tiemen @albinofirebird I’m pretty sure that if we go even conventional, Alaska will see some reaction, Japan, South Korea will be acted against. It might start out with conventional weapons, but I guarantee Russia will go nuclear with their backs to the wall.","I’m pretty sure that if we go even conventional, Alaska will see some reaction, Japan, South Korea will be acted against. It might start out with conventional weapons, but I guarantee Russia will go nuclear with their backs to the wall.",0.39288,0,0,0
Misc,EN39,Other,1511437697331642371,#DifferentSidesOfTheWar(Game of WorldDomination https://t.co/65Lw5F4nCn #SouthCarolina #Russia #Virginia #Maryland #Arizona #Michigan #Wisconsin #Oregon #Utah #Nevada #NewMexico #Oklahoma #Alaska #Berlin #Prague #NewZealand #Magyarország #Србија #Latvija #Lietuva #Eesti #scotland,DifferentSidesOfTheWar(Game of WorldDomination SouthCarolina Russia Virginia Maryland Arizona Michigan Wisconsin Oregon Utah Nevada NewMexico Oklahoma Alaska Berlin Prague NewZealand Magyarország Србија Latvija Lietuva Eesti scotland,0.8922400000000001,1,1,1
Misc,EN37,Other,1495185191857319938,@socialiststeve6 Obama and Biden duo,Obama and Biden duo,0.084,0,0,0
Misc,EN39,False,1502346511920689153,"@jmbenson1491 Brandon doesn't want Ukraine under any real threat, there goes the jobs of Nancy Pelosi son, Mitt Romney son, Joe Biden's son, the Obama and Clinton laundering money operations. Next Biden will sell Alaska to Russia so they can drill oil and sell it back to us at $200 a barrel","Brandon doesn't want Ukraine under any real threat, there goes the jobs of Nancy Pelosi son, Mitt Romney son, Joe Biden's son, the Obama and Clinton laundering money operations. Next Biden will sell Alaska to Russia so they can drill oil and sell it back to us at $200 a barrel",0.95,1,1,1
Misc,EN34,False,1508193168579129347,"WILL THIS GO ANYPLACE?
https://t.co/MzamoEUigg",WILL THIS GO ANYPLACE?,0.06344,0,0,0
Misc,EN38,Other,1486905042456268804,"David Bowie in Omikron 1999 video game
“Who will you be after you die?”
Join the awakened ones 

https://t.co/54JgGDMvJr https://t.co/tIB2SwTKkD https://t.co/icdIJi3cdO",David Bowie in Omikron 1999 video game “Who will you be after you die?” Join the awakened ones,0.07584,0,0,0
Misc,EN40,False,1501819186485547012,"FLAT OUT TRUTH Terry R Eicher

HOW THE COMPASS WORKS ON A FLAT EARTH https://t.co/N0dSjHHejb via @YouTube",FLAT OUT TRUTH Terry R Eicher HOW THE COMPASS WORKS ON A FLAT EARTH via,0.31952,0,0,0
Misc,EN34,False,1509157237566152711,"The complaint, filed last week against Milwaukee Mayor Cavalier Johnson, former Mayor Tom Barrett, and City Clerk Jim Owczarski, for violating Wisconsin's election bribery law by taking private donations from Mark Zuckerberg &; his wife, Priscilla Chan

 https://t.co/UXsNPNwEbh","The complaint, filed last week against Milwaukee Mayor Cavalier Johnson, former Mayor Tom Barrett, and City Clerk Jim Owczarski, for violating Wisconsin's election bribery law by taking private donations from Mark Zuckerberg &; his wife, Priscilla Chan",0.08648,0,0,0
Misc,EN37,Other,1495186093800624131,@Tigerfists88 #PeoplesChamp.!!💪❤️ Obama #news Biden #p2  https://t.co/hpq2wj4g8k https://t.co/SWqe00hcEw  Please RT. #t4a #A3DK,PeoplesChamp.!!💪❤️ Obama news Biden p2 Please RT. t4a A3DK,0.10632,0,0,0
Misc,EN40,Other,1511484185357127684,@AvgoustisGeorge @NearTomato @RealityGigabyte @Brennan02 @GrkStav @SeaJihad @joeywreck Your theory as in a theory you seem to prop up. Just like a flat earthers theory is that the earth is flat.,Your theory as in a theory you seem to prop up. Just like a flat earthers theory is that the earth is flat.,0.12904000000000002,0,0,0
Misc,EN33,False,1507486203116929025,@TheWatchers_ I'd like to ask what are your views on Bill Gates idea to create cloud seeding? Has this begun? And wouldn't it be dangerous to block out the sun putting the Earth in a similar position to the little ice age?😀,I'd like to ask what are your views on Bill Gates idea to create cloud seeding? Has this begun? And wouldn't it be dangerous to block out the sun putting the Earth in a similar position to the little ice age?😀,0.06968,0,0,0
Misc,EN31,True,1325124784196186114,@JoeBiden I’m Canadian and thrilled you are the next president of the US. Here’s to the end of tariffs and Trump’s ridiculous forest management idea about climate change. Get packing and join the Paris Climate Accord!,I’m Canadian and thrilled you are the next president of the US. Here’s to the end of tariffs and Trump’s ridiculous forest management idea about climate change. Get packing and join the Paris Climate Accord!,0.12160000000000001,0,0,0
Misc,EN40,Other,1508990193256255498,"""a bird’s compass relies on subtle, fundamentally quantum effects in short-lived molecular fragments, known as radical pairs, formed photochemically in its eyes. That is, the creatures appear to be able to 'see' Earth’s magnetic field lines""

https://t.co/SPY2sTJ1s0","""a bird’s compass relies on subtle, fundamentally quantum effects in short-lived molecular fragments, known as radical pairs, formed photochemically in its eyes. That is, the creatures appear to be able to 'see' Earth’s magnetic field lines""",0.28072,0,0,0
Misc,EN33,False,1509231732133793792,"@CNBC Bill Gates wants take the moisture out of the air and to seed the atmosphere with an particulates to block the sun.
What's next a locust breeding program?",Bill Gates wants take the moisture out of the air and to seed the atmosphere with an particulates to block the sun. What's next a locust breeding program?,0.10656,0,0,0
Misc,EN34,Other,1511478493585969154,"Andy Vermaut shares:Mark Zuckerberg Says Meta Employees “Lovingly” Refer to Him as “The Eye of Sauron”: The Facebook CEO shared his latest unflattering nickname while visiting The Tim Ferriss Show. 

Mark Zuckerberg Says Meta Employees… https://t.co/1j8bxYESgL Thank you. https://t.co/kdJloAOMFK",Andy Vermaut shares:Mark Zuckerberg Says Meta Employees “Lovingly” Refer to Him as “The Eye of Sauron”: The Facebook CEO shared his latest unflattering nickname while visiting The Tim Ferriss Show. Mark Zuckerberg Says Meta Employees… Thank you.,0.11760000000000001,0,0,0
Misc,EN38,False,1485864096473890816,@ChuckCallesto Wuhanmonkeys 🐵 on the loose under fraudci’s video game 🎮 controlvid?? Billyboygates 70s game was named Omikron!,Wuhanmonkeys 🐵 on the loose under fraudci’s video game 🎮 controlvid?? Billyboygates 70s game was named Omikron!,0.08464,0,0,0
Misc,EN32,Other,1325623028005351424,@DonaldJTrumpJr Please name a city that has been burned to the ground (excluding ones in the west coast wildfires).  Asking for reference.,Please name a city that has been burned to the ground (excluding ones in the west coast wildfires). Asking for reference.,0.08120000000000001,0,0,0
Misc,EN39,True,1502346675855278080,USA Today Fact Checker Actually Fact Checks Obviously Satirical Babylon Bee Story About Biden Selling Alaska to Russia https://t.co/gaxkdYzJX5,USA Today Fact Checker Actually Fact Checks Obviously Satirical Babylon Bee Story About Biden Selling Alaska to Russia,0.39048,0,0,0
Misc,EN34,False,1508557419193856001,"Zuckerberg committed election bribery?
https://t.co/jCnoq1dXOk",Zuckerberg committed election bribery?,0.11240000000000001,0,0,0
Misc,EN38,Other,1477969133455089664,"Omikron the video game
Graphics not included 
#Nintendo #Microsoft #Omicron #auspol #Covid_19 https://t.co/vLV6tBM6uf",Omikron the video game Graphics not included Nintendo Microsoft Omicron auspol Covid_19,0.06616,0,0,0
Misc,EN39,Other,1511416506537623554,"@JoeSchlabotnic @IChotiner Even if it's a bad joke, it's still a JOKE. Christ.

"".. Charles Gibson asked her what insight she had gained from living so close to Russia, and she responded: 'They’re our next-door neighbors, and you can actually see Russia from land here in Alaska, from an island in Alaska.'""","Even if it's a bad joke, it's still a JOKE. Christ. "".. Charles Gibson asked her what insight she had gained from living so close to Russia, and she responded: 'They’re our next-door neighbors, and you can actually see Russia from land here in Alaska, from an island in Alaska.'""",0.37352,0,0,0
Misc,EN34,False,1511105316091580420,"Boom! 
Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case https://t.co/E9ZACuS8o5 @PrisonPlanet @worldnetdaily @TomFitton @newtgingrich @TuckerCarlson @IngrahamAngle @seanhannity @OutnumberedFNC @DonaldJTrumpJr @CortesSteve @larry_kudlow @RudyGiuliani @LouDobbs",Boom! Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case,0.07344,0,0,0
Misc,EN34,False,1508449023866327051,"DEMOCRATS CHEATED America out of an honest election. They cheated in more ways than one. Walk away forever from the anti-American, corrupt Democratic Party.  https://t.co/w63XPUD56r https://t.co/VQMotPecPa","DEMOCRATS CHEATED America out of an honest election. They cheated in more ways than one. Walk away forever from the anti-American, corrupt Democratic Party.",0.08432,0,0,0
Misc,EN37,True,1495123001850810369,@MollyJongFast Super weird that the people who still believe there's no birth certificate for Obama aren't being more receptive to more data.,Super weird that the people who still believe there's no birth certificate for Obama aren't being more receptive to more data.,0.09648000000000001,0,0,0
Misc,EN34,False,1508223405564252165,"""The Center for Tech and Civic Life handed control of the 2020 election in Wisconsin over to private partisan interests, in the form of its ‘partners.’” Zuckerberg Bucks!

Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case https://t.co/HlkdQbOy93 via @epochtimes","""The Center for Tech and Civic Life handed control of the 2020 election in Wisconsin over to private partisan interests, in the form of its ‘partners.’” Zuckerberg Bucks! Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case via",0.09488,0,0,0
Misc,EN33,Other,1506984389267185668,"@patrick_s_smart yes, I reviewed the ideas in the early '90's and did some orbital calcs....

Was part of an amazing meeting in 2020: 
https://t.co/tO972PzW7Z https://t.co/h2INlEpk4U","yes, I reviewed the ideas in the early '90's and did some orbital calcs.... Was part of an amazing meeting in 2020:",0.12296000000000001,0,0,0
Misc,EN35,False,1509589265767976961,@gopisdirty @McmastersMoose @jdd2169 @Allie4Christ @MrSpeakerTrump @Flattielover @Burtman491 @1961mcruzer @ArtysHouse @Alexand20701863 @JohnssonKathy @HamRadioJoe @CodeOfPets @MistressRedWasp @Gemmagr00631335 @MmmGarmonbozia @FECKFECK611 @BsSlayah @Tx2104 @MyChickenDinner @longjohns1234 @TallybanJoe @Angel_13_Rising @1Quetzalcoatl1 @AlmaBona @Sinner_Lilith @Booda_the_Great @RainbowsWalI @NativeEuropean @anja_weimer @BPeske @RealBarkObama @Mcsjr454Mikey @gigibuddapdx @shrekthepunk @Aimhighffw @mgallagher465 @LadyReneeMarie1 @perrosoldado1 @EricR42 @J_Daniel_Smith @manoloh102 @namdac123 @catlady111310 @princesspbbaby2 @TomDoubting @jim16919077 @Smalls97T @22CB22CB @Leverich1991 What do you think about Hillary and the DNC being fined by the FEC for lying about the phony dossier that was used to obtain FISA warrants to spy on Carter Page and his Trump campaign contacts?  https://t.co/5hmKQqLxAV,What do you think about Hillary and the DNC being fined by the FEC for lying about the phony dossier that was used to obtain FISA warrants to spy on Carter Page and his Trump campaign contacts?,0.5884,1,0,0
